frame_no,timestamp,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
553,18443.0,15,669,601,,,,,,,,,,,,,,,
554,18475.7,16,681,601,,,,,,,,,,,,,,,
555,18511.2,14,681,598,,,,,,,,,,,,,,,
556,18543.3,16,671,598,,,,,,,,,,,,,,,
557,18575.2,17,649,599,,,,,,,,,,,,,,,
558,18611.3,14,622,595,,,,,,,,,,,,,,,
559,18644.1,16,586,596,,,,,,,,,,,,,,,
560,18675.7,17,550,594,,,,,,,,,,,,,,,
561,18711.0,15,520,593,,,,,,,,,,,,,,,
562,18743.0,18,495,595,,,,,,,,,,,,,,,
563,18775.4,16,481,592,,,,,,,,,,,,,,,
564,18811.3,16,478,592,,,,,,,,,,,,,,,
565,18846.7,18,484,593,,,,,,,,,,,,,,,
566,18875.3,14,505,590,,,,,,,,,,,,,,,
567,18911.6,16,530,591,,,,,,,,,,,,,,,
568,18943.8,14,565,589,,,,,,,,,,,,,,,
569,18975.2,15,598,590,,,,,,,,,,,,,,,
570,19011.2,14,633,590,,,,,,,,,,,,,,,
571,19043.4,15,659,589,,,,,,,,,,,,,,,
572,19075.1,12,678,585,,,,,,,,,,,,,,,
573,19111.3,14,682,589,,,,,,,,,,,,,,,
574,19143.5,10,676,586,,,,,,,,,,,,,,,
575,19175.3,12,662,590,,,,,,,,,,,,,,,
576,19211.4,12,637,593,,,,,,,,,,,,,,,
577,19242.9,13,605,595,,,,,,,,,,,,,,,
578,19275.3,16,569,599,,,,,,,,,,,,,,,
579,19311.3,16,535,601,,,,,,,,,,,,,,,
580,19343.0,15,510,602,,,,,,,,,,,,,,,
581,19375.1,17,489,605,,,,,,,,,,,,,,,
582,19411.1,17,480,606,,,,,,,,,,,,,,,
583,19443.4,17,483,606,,,,,,,,,,,,,,,
584,19475.2,17,496,609,,,,,,,,,,,,,,,
585,19511.1,16,520,609,,,,,,,,,,,,,,,
586,19543.4,16,550,610,,,,,,,,,,,,,,,
587,19575.2,16,583,611,,,,,,,,,,,,,,,
588,19611.2,16,616,608,,,,,,,,,,,,,,,
589,19642.9,14,645,610,,,,,,,,,,,,,,,
590,19675.4,16,667,610,,,,,,,,,,,,,,,
591,19711.0,15,679,608,,,,,,,,,,,,,,,
592,19743.4,14,679,607,,,,,,,,,,,,,,,
593,19775.8,17,668,607,,,,,,,,,,,,,,,
594,19811.0,15,649,607,,,,,,,,,,,,,,,
595,19843.1,16,620,606,,,,,,,,,,,,,,,
596,19875.7,16,587,605,,,,,,,,,,,,,,,
597,19911.2,17,554,604,,,,,,,,,,,,,,,
598,19945.5,18,522,602,,,,,,,,,,,,,,,
599,19980.3,18,497,601,,,,,,,,,,,,,,,
600,20011.0,18,482,598,,,,,,,,,,,,,,,
601,20043.3,19,477,597,,,,,,,,,,,,,,,
602,20075.2,18,485,596,,,,,,,,,,,,,,,
603,20111.5,18,503,593,,,,,,,,,,,,,,,
604,20143.3,18,530,591,,,,,,,,,,,,,,,
605,20174.9,18,562,590,,,,,,,,,,,,,,,
606,20213.7,17,598,589,,,,,,,,,,,,,,,
607,20243.2,17,630,586,,,,,,,,,,,,,,,
608,20277.5,16,658,586,,,,,,,,,,,,,,,
609,20311.4,17,676,586,,,,,,,,,,,,,,,
610,20343.7,16,683,586,,,,,,,,,,,,,,,
611,20375.3,17,677,588,,,,,,,,,,,,,,,
612,20411.1,16,662,588,,,,,,,,,,,,,,,
613,20444.0,17,635,591,,,,,,,,,,,,,,,
614,20475.2,17,603,592,,,,,,,,,,,,,,,
615,20511.3,16,569,595,,,,,,,,,,,,,,,
616,20543.8,17,537,598,,,,,,,,,,,,,,,
617,20576.1,17,509,599,,,,,,,,,,,,,,,
618,20610.9,16,491,601,,,,,,,,,,,,,,,
619,20643.7,17,480,602,,,,,,,,,,,,,,,
620,20675.3,17,483,605,,,,,,,,,,,,,,,
621,20711.3,13,498,606,,,,,,,,,,,,,,,
622,20743.1,14,519,606,,,,,,,,,,,,,,,
623,20777.0,11,550,605,,,,,,,,,,,,,,,
624,20810.8,9,584,606,,,,,,,,,,,,,,,
625,20843.2,7,612,606,,,,,,,,,,,,,,,
626,20875.1,7,649,608,,,,,,,,,,,,,,,
628,20943.0,10,676,608,,,,,,,,,,,,,,,
631,21043.3,6,646,604,,,,,,,,,,,,,,,
632,21077.6,10,619,605,,,,,,,,,,,,,,,
633,21110.9,9,588,603,,,,,,,,,,,,,,,
634,21143.3,9,555,602,,,,,,,,,,,,,,,
635,21175.5,9,524,598,,,,,,,,,,,,,,,
636,21211.5,10,499,596,,,,,,,,,,,,,,,
637,21245.4,15,484,598,,,,,,,,,,,,,,,
638,21277.8,15,480,596,,,,,,,,,,,,,,,
639,21311.6,14,488,593,,,,,,,,,,,,,,,
640,21343.7,14,504,591,,,,,,,,,,,,,,,
641,21375.6,12,532,587,,,,,,,,,,,,,,,
642,21411.7,15,563,586,,,,,,,,,,,,,,,
643,21443.1,15,596,584,,,,,,,,,,,,,,,
644,21475.2,14,629,584,,,,,,,,,,,,,,,
645,21511.2,15,656,582,,,,,,,,,,,,,,,
646,21543.5,12,674,578,,,,,,,,,,,,,,,
647,21575.5,14,683,579,,,,,,,,,,,,,,,
648,21610.9,12,675,578,,,,,,,,,,,,,,,
649,21643.4,12,659,581,,,,,,,,,,,,,,,
650,21675.3,13,636,582,,,,,,,,,,,,,,,
651,21711.4,12,605,586,,,,,,,,,,,,,,,
652,21743.8,11,571,585,,,,,,,,,,,,,,,
653,21775.3,12,537,589,,,,,,,,,,,,,,,
654,21811.7,13,511,592,,,,,,,,,,,,,,,
655,21843.0,13,494,593,,,,,,,,,,,,,,,
656,21875.5,12,483,594,,,,,,,,,,,,,,,
657,21911.6,12,486,597,,,,,,,,,,,,,,,
658,21943.2,11,498,600,,,,,,,,,,,,,,,
659,21975.4,9,524,602,,,,,,,,,,,,,,,
660,22011.5,11,551,607,,,,,,,,,,,,,,,
661,22043.1,11,585,606,,,,,,,,,,,,,,,
662,22075.5,13,615,611,,,,,,,,,,,,,,,
663,22111.3,12,644,612,,,,,,,,,,,,,,,
664,22143.4,15,666,615,,,,,,,,,,,,,,,
665,22175.0,15,677,615,,,,,,,,,,,,,,,
666,22211.3,13,675,612,,,,,,,,,,,,,,,
667,22243.5,14,666,613,,,,,,,,,,,,,,,
668,22280.7,14,648,614,,,,,,,,,,,,,,,
669,22311.0,13,620,612,,,,,,,,,,,,,,,
670,22343.3,14,588,612,,,,,,,,,,,,,,,
671,22375.2,16,554,610,,,,,,,,,,,,,,,
672,22411.4,16,524,610,,,,,,,,,,,,,,,
673,22445.4,15,502,607,,,,,,,,,,,,,,,
674,22475.4,17,485,605,,,,,,,,,,,,,,,
675,22511.0,16,483,603,,,,,,,,,,,,,,,
676,22543.2,17,489,600,,,,,,,,,,,,,,,
677,22575.3,17,506,599,,,,,,,,,,,,,,,
678,22611.2,17,531,596,,,,,,,,,,,,,,,
679,22649.4,16,564,593,,,,,,,,,,,,,,,
680,22676.5,16,597,592,,,,,,,,,,,,,,,
681,22711.9,15,630,587,,,,,,,,,,,,,,,
682,22743.7,15,658,586,,,,,,,,,,,,,,,
683,22775.5,16,674,586,,,,,,,,,,,,,,,
684,22811.4,16,681,585,,,,,,,,,,,,,,,
685,22844.5,16,676,585,,,,,,,,,,,,,,,
686,22877.5,15,660,585,,,,,,,,,,,,,,,
687,22911.2,16,633,585,,,,,,,,,,,,,,,
688,22943.1,16,602,587,,,,,,,,,,,,,,,
689,22975.2,15,569,590,,,,,,,,,,,,,,,
690,23010.9,17,536,592,,,,,,,,,,,,,,,
691,23043.2,14,510,593,,,,,,,,,,,,,,,
692,23080.6,15,490,596,,,,,,,,,,,,,,,
693,23111.4,14,482,596,,,,,,,,,,,,,,,
694,23149.4,14,484,599,,,,,,,,,,,,,,,
695,23189.2,12,497,598,,,,,,,,,,,,,,,
696,23211.4,11,523,601,,,,,,,,,,,,,,,
697,23243.6,12,551,603,,,,,,,,,,,,,,,
698,23275.7,8,583,601,,,,,,,,,,,,,,,
706,23543.5,5,614,606,,,,,,,,,,,,,,,
708,23610.9,7,554,604,,,,,,,,,,,,,,,
709,23645.4,5,522,603,,,,,,,,,,,,,,,
710,23675.0,5,506,601,,,,,,,,,,,,,,,
711,23711.2,7,490,599,,,,,,,,,,,,,,,
712,23743.9,12,483,601,,,,,,,,,,,,,,,
713,23775.0,12,489,599,,,,,,,,,,,,,,,
714,23811.4,10,508,596,,,,,,,,,,,,,,,
715,23843.4,11,533,594,,,,,,,,,,,,,,,
716,23875.2,11,567,593,,,,,,,,,,,,,,,
717,23911.1,11,599,591,,,,,,,,,,,,,,,
718,23943.0,11,629,589,,,,,,,,,,,,,,,
719,23975.0,11,654,588,,,,,,,,,,,,,,,
720,24011.2,11,674,585,,,,,,,,,,,,,,,
721,24043.3,10,681,584,,,,,,,,,,,,,,,
722,24075.1,8,681,583,,,,,,,,,,,,,,,
723,24111.2,10,659,584,,,,,,,,,,,,,,,
724,24144.0,10,636,585,,,,,,,,,,,,,,,
725,24175.4,11,605,585,,,,,,,,,,,,,,,
726,24211.0,8,570,585,,,,,,,,,,,,,,,
727,24243.2,10,540,587,,,,,,,,,,,,,,,
728,24277.5,13,510,591,,,,,,,,,,,,,,,
729,24311.9,11,490,590,,,,,,,,,,,,,,,
730,24343.7,14,481,594,,,,,,,,,,,,,,,
731,24375.2,12,484,593,,,,,,,,,,,,,,,
732,24411.0,16,494,597,,,,,,,,,,,,,,,
733,24443.2,13,518,599,,,,,,,,,,,,,,,
734,24475.6,13,548,601,,,,,,,,,,,,,,,
735,24511.2,15,582,602,,,,,,,,,,,,,,,
736,24543.2,14,615,604,,,,,,,,,,,,,,,
737,24575.2,14,643,606,,,,,,,,,,,,,,,
738,24611.0,15,665,607,,,,,,,,,,,,,,,
739,24643.3,13,676,605,,,,,,,,,,,,,,,
740,24675.1,14,679,608,,,,,,,,,,,,,,,
741,24711.1,14,669,608,,,,,,,,,,,,,,,
742,24743.0,14,648,610,,,,,,,,,,,,,,,
743,24775.3,14,621,609,,,,,,,,,,,,,,,
744,24810.9,14,590,611,,,,,,,,,,,,,,,
745,24843.2,14,556,610,,,,,,,,,,,,,,,
746,24877.1,14,528,610,,,,,,,,,,,,,,,
747,24910.8,16,502,610,,,,,,,,,,,,,,,
748,24946.0,16,486,608,,,,,,,,,,,,,,,
749,24975.4,16,483,609,,,,,,,,,,,,,,,
750,25011.5,17,489,608,,,,,,,,,,,,,,,
751,25043.3,17,507,608,,,,,,,,,,,,,,,
752,25075.9,15,534,605,,,,,,,,,,,,,,,
753,25111.4,15,564,604,,,,,,,,,,,,,,,
754,25143.5,15,598,603,,,,,,,,,,,,,,,
755,25175.0,13,630,601,,,,,,,,,,,,,,,
756,25211.3,15,656,600,,,,,,,,,,,,,,,
757,25243.4,12,672,595,,,,,,,,,,,,,,,
758,25275.3,14,680,595,,,,,,,,,,,,,,,
759,25311.4,12,674,593,,,,,,,,,,,,,,,
760,25343.7,13,661,594,,,,,,,,,,,,,,,
761,25375.3,15,635,594,,,,,,,,,,,,,,,
762,25410.9,13,606,594,,,,,,,,,,,,,,,
763,25443.4,14,572,595,,,,,,,,,,,,,,,
764,25476.2,14,538,595,,,,,,,,,,,,,,,
765,25511.6,16,509,595,,,,,,,,,,,,,,,
766,25543.2,15,491,596,,,,,,,,,,,,,,,
767,25575.1,13,483,593,,,,,,,,,,,,,,,
768,25611.0,13,482,593,,,,,,,,,,,,,,,
769,25643.1,12,497,593,,,,,,,,,,,,,,,
770,25675.0,13,516,594,,,,,,,,,,,,,,,
771,25712.2,9,547,592,,,,,,,,,,,,,,,
772,25744.6,10,581,595,,,,,,,,,,,,,,,
773,25777.4,11,614,595,,,,,,,,,,,,,,,
774,25811.2,8,642,594,,,,,,,,,,,,,,,
775,25843.0,9,665,596,,,,,,,,,,,,,,,
780,26011.1,6,620,598,,,,,,,,,,,,,,,
781,26043.2,10,591,601,,,,,,,,,,,,,,,
782,26075.1,9,555,601,,,,,,,,,,,,,,,
783,26111.8,8,527,601,,,,,,,,,,,,,,,
784,26143.3,11,503,603,,,,,,,,,,,,,,,
785,26175.1,13,488,605,,,,,,,,,,,,,,,
786,26210.9,12,485,604,,,,,,,,,,,,,,,
787,26243.4,14,491,607,,,,,,,,,,,,,,,
788,26275.6,12,509,605,,,,,,,,,,,,,,,
789,26311.0,12,534,605,,,,,,,,,,,,,,,
790,26344.8,12,564,604,,,,,,,,,,,,,,,
791,26375.5,12,597,605,,,,,,,,,,,,,,,
792,26411.0,12,629,604,,,,,,,,,,,,,,,
793,26446.3,12,655,603,,,,,,,,,,,,,,,
794,26475.3,10,670,601,,,,,,,,,,,,,,,
795,26511.2,11,679,601,,,,,,,,,,,,,,,
796,26543.2,5,678,599,,,,,,,,,,,,,,,
797,26577.1,10,661,598,,,,,,,,,,,,,,,
798,26611.9,10,638,598,,,,,,,,,,,,,,,
799,26642.9,9,608,596,,,,,,,,,,,,,,,
800,26675.0,11,575,596,,,,,,,,,,,,,,,
801,26711.8,13,541,598,,,,,,,,,,,,,,,
802,26743.2,12,513,595,,,,,,,,,,,,,,,
803,26775.2,12,493,595,,,,,,,,,,,,,,,
804,26811.4,13,482,595,,,,,,,,,,,,,,,
805,26843.0,12,485,593,,,,,,,,,,,,,,,
806,26875.2,11,496,593,,,,,,,,,,,,,,,
807,26911.1,12,517,591,,,,,,,,,,,,,,,
808,26943.2,9,546,590,,,,,,,,,,,,,,,
809,26976.3,9,578,592,,,,,,,,,,,,,,,
810,27011.3,11,612,591,,,,,,,,,,,,,,,
811,27043.3,10,642,589,,,,,,,,,,,,,,,
812,27075.6,10,666,590,,,,,,,,,,,,,,,
816,27211.0,11,650,594,,,,,,,,,,,,,,,
817,27243.5,7,623,593,,,,,,,,,,,,,,,
818,27275.2,11,592,599,,,,,,,,,,,,,,,
819,27311.2,12,558,601,,,,,,,,,,,,,,,
820,27343.1,13,528,602,,,,,,,,,,,,,,,
821,27375.0,15,502,604,,,,,,,,,,,,,,,
822,27411.1,15,489,608,,,,,,,,,,,,,,,
823,27443.5,17,484,609,,,,,,,,,,,,,,,
824,27480.6,14,493,609,,,,,,,,,,,,,,,
825,27513.7,14,509,609,,,,,,,,,,,,,,,
826,27543.2,14,534,611,,,,,,,,,,,,,,,
827,27575.2,15,564,612,,,,,,,,,,,,,,,
828,27610.8,15,596,612,,,,,,,,,,,,,,,
829,27643.4,16,626,614,,,,,,,,,,,,,,,
830,27675.0,15,653,611,,,,,,,,,,,,,,,
831,27711.0,16,669,613,,,,,,,,,,,,,,,
832,27743.2,16,678,612,,,,,,,,,,,,,,,
833,27775.2,16,673,611,,,,,,,,,,,,,,,
834,27811.3,17,658,612,,,,,,,,,,,,,,,
835,27843.0,16,637,611,,,,,,,,,,,,,,,
836,27875.0,16,607,608,,,,,,,,,,,,,,,
837,27910.9,16,575,607,,,,,,,,,,,,,,,
838,27943.3,16,543,608,,,,,,,,,,,,,,,
839,27975.0,17,516,606,,,,,,,,,,,,,,,
840,28011.0,18,493,605,,,,,,,,,,,,,,,
841,28045.4,18,483,604,,,,,,,,,,,,,,,
842,28074.9,18,483,603,,,,,,,,,,,,,,,
843,28113.5,18,496,601,,,,,,,,,,,,,,,
844,28143.4,17,517,600,,,,,,,,,,,,,,,
845,28175.3,17,545,598,,,,,,,,,,,,,,,
846,28211.1,17,578,596,,,,,,,,,,,,,,,
847,28245.6,17,611,596,,,,,,,,,,,,,,,
848,28276.0,17,641,595,,,,,,,,,,,,,,,
849,28311.3,18,664,594,,,,,,,,,,,,,,,
850,28342.9,18,677,595,,,,,,,,,,,,,,,
851,28375.2,17,679,595,,,,,,,,,,,,,,,
852,28411.3,17,669,595,,,,,,,,,,,,,,,
853,28443.1,17,649,595,,,,,,,,,,,,,,,
854,28475.2,15,624,597,,,,,,,,,,,,,,,
855,28511.0,16,590,599,,,,,,,,,,,,,,,
856,28543.9,15,558,599,,,,,,,,,,,,,,,
857,28576.5,15,528,601,,,,,,,,,,,,,,,
858,28611.3,15,504,604,,,,,,,,,,,,,,,
859,28645.6,16,490,606,,,,,,,,,,,,,,,
860,28675.1,16,485,607,,,,,,,,,,,,,,,
861,28711.1,17,490,610,,,,,,,,,,,,,,,
862,28743.1,14,508,609,,,,,,,,,,,,,,,
863,28775.2,14,532,610,,,,,,,,,,,,,,,
864,28811.3,13,565,611,,,,,,,,,,,,,,,
865,28843.5,14,596,613,,,,,,,,,,,,,,,
866,28875.2,12,626,613,,,,,,,,,,,,,,,
867,28911.4,14,651,612,,,,,,,,,,,,,,,
868,28943.2,12,669,611,,,,,,,,,,,,,,,
869,28975.6,12,676,613,,,,,,,,,,,,,,,
870,29011.1,10,677,609,,,,,,,,,,,,,,,
871,29043.0,11,658,611,,,,,,,,,,,,,,,
872,29075.1,11,636,608,,,,,,,,,,,,,,,
873,29111.2,12,608,611,,,,,,,,,,,,,,,
874,29144.3,14,575,610,,,,,,,,,,,,,,,
875,29176.6,14,544,609,,,,,,,,,,,,,,,
876,29211.6,14,517,608,,,,,,,,,,,,,,,
877,29243.7,16,497,608,,,,,,,,,,,,,,,
878,29275.2,17,485,606,,,,,,,,,,,,,,,
879,29311.0,17,485,604,,,,,,,,,,,,,,,
880,29343.3,17,496,602,,,,,,,,,,,,,,,
881,29375.0,16,518,600,,,,,,,,,,,,,,,
882,29412.1,17,544,598,,,,,,,,,,,,,,,
883,29443.3,17,577,598,,,,,,,,,,,,,,,
884,29475.4,17,611,597,,,,,,,,,,,,,,,
885,29511.5,18,639,596,,,,,,,,,,,,,,,
886,29543.0,17,663,594,,,,,,,,,,,,,,,
887,29578.8,18,676,594,,,,,,,,,,,,,,,
888,29613.4,18,678,595,,,,,,,,,,,,,,,
889,29643.2,18,669,595,,,,,,,,,,,,,,,
890,29675.2,18,649,597,,,,,,,,,,,,,,,
891,29711.2,17,622,597,,,,,,,,,,,,,,,
892,29743.0,16,591,599,,,,,,,,,,,,,,,
893,29775.2,18,556,600,,,,,,,,,,,,,,,
894,29811.2,17,527,602,,,,,,,,,,,,,,,
895,29843.0,17,503,605,,,,,,,,,,,,,,,
896,29876.7,19,488,606,,,,,,,,,,,,,,,
897,29911.4,18,485,609,,,,,,,,,,,,,,,
898,29943.1,17,492,610,,,,,,,,,,,,,,,
899,29974.9,17,509,611,,,,,,,,,,,,,,,
900,30010.9,17,533,613,,,,,,,,,,,,,,,
901,30043.1,16,564,613,,,,,,,,,,,,,,,
902,30075.2,15,597,613,,,,,,,,,,,,,,,
903,30111.5,15,627,617,,,,,,,,,,,,,,,
904,30143.3,15,652,616,,,,,,,,,,,,,,,
905,30175.2,15,670,615,,,,,,,,,,,,,,,
906,30211.8,14,676,615,,,,,,,,,,,,,,,
907,30244.4,15,672,616,,,,,,,,,,,,,,,
908,30275.5,13,658,615,,,,,,,,,,,,,,,
909,30311.0,14,637,614,,,,,,,,,,,,,,,
910,30343.2,14,608,614,,,,,,,,,,,,,,,
911,30377.6,14,576,613,,,,,,,,,,,,,,,
912,30412.0,14,544,613,,,,,,,,,,,,,,,
913,30443.3,14,517,611,,,,,,,,,,,,,,,
914,30475.2,15,497,610,,,,,,,,,,,,,,,
915,30511.2,17,486,609,,,,,,,,,,,,,,,
916,30545.4,16,487,607,,,,,,,,,,,,,,,
917,30574.9,16,497,605,,,,,,,,,,,,,,,
918,30611.0,16,519,604,,,,,,,,,,,,,,,
919,30643.4,15,547,602,,,,,,,,,,,,,,,
920,30675.3,15,579,601,,,,,,,,,,,,,,,
921,30713.6,15,611,596,,,,,,,,,,,,,,,
922,30743.3,15,640,596,,,,,,,,,,,,,,,
923,30775.0,15,663,595,,,,,,,,,,,,,,,
924,30811.3,16,676,595,,,,,,,,,,,,,,,
925,30843.0,15,678,592,,,,,,,,,,,,,,,
926,30875.2,14,670,593,,,,,,,,,,,,,,,
927,30911.2,16,649,595,,,,,,,,,,,,,,,
928,30943.1,14,623,594,,,,,,,,,,,,,,,
929,30975.0,14,591,596,,,,,,,,,,,,,,,
930,31011.3,16,556,598,,,,,,,,,,,,,,,
931,31043.2,14,528,599,,,,,,,,,,,,,,,
932,31075.6,15,502,601,,,,,,,,,,,,,,,
933,31111.0,15,488,602,,,,,,,,,,,,,,,
934,31143.1,16,484,603,,,,,,,,,,,,,,,
935,31175.1,15,491,605,,,,,,,,,,,,,,,
936,31211.3,14,508,605,,,,,,,,,,,,,,,
937,31245.2,14,532,606,,,,,,,,,,,,,,,
938,31275.4,13,563,607,,,,,,,,,,,,,,,
939,31311.4,13,597,608,,,,,,,,,,,,,,,
940,31343.3,12,626,610,,,,,,,,,,,,,,,
941,31375.4,12,652,608,,,,,,,,,,,,,,,
942,31413.5,6,676,608,,,,,,,,,,,,,,,
943,31442.9,11,678,610,,,,,,,,,,,,,,,
944,31476.3,12,673,610,,,,,,,,,,,,,,,
945,31511.4,5,661,608,,,,,,,,,,,,,,,
946,31543.1,11,637,610,,,,,,,,,,,,,,,
947,31581.1,12,608,612,,,,,,,,,,,,,,,
948,31611.4,11,575,610,,,,,,,,,,,,,,,
949,31643.3,12,544,610,,,,,,,,,,,,,,,
950,31679.4,11,519,608,,,,,,,,,,,,,,,
951,31711.5,12,499,607,,,,,,,,,,,,,,,
952,31743.1,14,488,609,,,,,,,,,,,,,,,
953,31775.2,14,488,607,,,,,,,,,,,,,,,
954,31811.0,13,500,606,,,,,,,,,,,,,,,
955,31843.6,13,520,605,,,,,,,,,,,,,,,
956,31875.1,15,547,604,,,,,,,,,,,,,,,
957,31911.3,15,579,603,,,,,,,,,,,,,,,
958,31945.6,14,610,603,,,,,,,,,,,,,,,
959,31975.2,14,640,601,,,,,,,,,,,,,,,
960,32011.1,15,661,600,,,,,,,,,,,,,,,
961,32046.4,16,676,598,,,,,,,,,,,,,,,
962,32077.4,15,678,600,,,,,,,,,,,,,,,
963,32111.2,16,669,599,,,,,,,,,,,,,,,
964,32143.0,16,649,599,,,,,,,,,,,,,,,
965,32175.0,16,624,599,,,,,,,,,,,,,,,
966,32211.0,16,592,599,,,,,,,,,,,,,,,
967,32249.4,16,559,601,,,,,,,,,,,,,,,
968,32275.0,16,529,604,,,,,,,,,,,,,,,
969,32311.4,17,504,604,,,,,,,,,,,,,,,
970,32343.6,18,488,606,,,,,,,,,,,,,,,
971,32375.4,18,483,605,,,,,,,,,,,,,,,
972,32411.1,17,489,606,,,,,,,,,,,,,,,
973,32443.2,18,506,608,,,,,,,,,,,,,,,
974,32475.2,16,533,606,,,,,,,,,,,,,,,
975,32511.1,16,563,607,,,,,,,,,,,,,,,
976,32546.1,16,595,608,,,,,,,,,,,,,,,
977,32581.4,16,626,611,,,,,,,,,,,,,,,
978,32613.5,16,651,611,,,,,,,,,,,,,,,
979,32643.0,16,670,612,,,,,,,,,,,,,,,
980,32675.2,16,676,613,,,,,,,,,,,,,,,
981,32713.4,15,673,612,,,,,,,,,,,,,,,
982,32743.1,14,660,610,,,,,,,,,,,,,,,
983,32776.2,14,636,612,,,,,,,,,,,,,,,
984,32812.6,14,607,612,,,,,,,,,,,,,,,
985,32843.0,13,577,610,,,,,,,,,,,,,,,
986,32877.4,14,545,611,,,,,,,,,,,,,,,
987,32910.9,12,519,612,,,,,,,,,,,,,,,
988,32943.2,13,499,610,,,,,,,,,,,,,,,
989,32975.0,13,489,610,,,,,,,,,,,,,,,
990,33010.9,14,488,609,,,,,,,,,,,,,,,
991,33043.5,13,501,609,,,,,,,,,,,,,,,
992,33075.3,12,519,607,,,,,,,,,,,,,,,
993,33111.9,12,547,605,,,,,,,,,,,,,,,
994,33143.6,11,578,604,,,,,,,,,,,,,,,
995,33175.1,10,609,604,,,,,,,,,,,,,,,
996,33211.4,11,640,603,,,,,,,,,,,,,,,
997,33243.6,6,663,599,,,,,,,,,,,,,,,
1005,33511.5,7,530,596,,,,,,,,,,,,,,,
1007,33575.2,9,491,597,,,,,,,,,,,,,,,
1008,33611.0,6,484,595,,,,,,,,,,,,,,,
1010,33675.4,7,503,597,,,,,,,,,,,,,,,
1011,33711.1,10,531,597,,,,,,,,,,,,,,,
1012,33743.4,6,558,596,,,,,,,,,,,,,,,
1024,34143.0,6,522,604,,,,,,,,,,,,,,,
1041,34711.4,6,559,601,,,,,,,,,,,,,,,
1045,34843.4,5,486,597,,,,,,,,,,,,,,,
